case_id,transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary,case_owner,case_status,days_open,overdue_flag,second_review_required,investigation_priority,investigation_note,follow_up_action,investigation_priority_score
CASE00011,T000373,2025-06-20,6,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,off_budget_fund_transfer,inflow,459850,V000373,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,1,1,1,0,0,81,1,6,High,Immediate review required,large_amount; high_risk_type; high_activity_department,Controls Reviewer,closed,7,0,1,High,large amount transaction; high-risk transaction type; high-activity department,Send for second-level review,3
CASE00012,T000129,2025-03-25,3,A007,Education Fund Account,Bank D,Health Department,year_end_settlement,inflow,681233,V000129,Simulated year end settlement for Health Department,simulated_system,bank_statement,600508.3,1,1,1,0,0,63,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type,Risk Analyst B,investigating,18,1,1,High,large amount transaction; high-risk transaction type; overdue review item,Send for second-level review,3
CASE00013,T000105,2025-03-10,3,A008,Health Project Fund Account,Bank D,Emergency Management Department,year_end_settlement,outflow,601926,V000105,Simulated year end settlement for Emergency Management Department,simulated_system,bank_statement,600508.3,1,1,1,0,0,70,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type,Risk Analyst B,open,19,1,1,High,large amount transaction; high-risk transaction type; overdue review item,Send for second-level review,3
CASE00014,T000209,2025-04-13,4,A002,Budget Execution Payment Account,Bank A,Community Services Department,inter_fund_transfer,outflow,566342,V000209,Simulated inter fund transfer for Community Services Department,simulated_system,bank_statement,509918.00000000006,1,1,1,0,0,57,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type,Finance Operations Reviewer,investigating,19,1,1,High,large amount transaction; high-risk transaction type; overdue review item,Send for second-level review,3
CASE00015,T000009,2025-01-07,1,A002,Budget Execution Payment Account,Bank A,Community Services Department,off_budget_fund_transfer,inflow,479036,V000009,Simulated off budget fund transfer for Community Services Department,simulated_system,bank_statement,446537.6000000001,1,1,1,0,0,57,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type,Risk Analyst A,open,16,1,1,High,large amount transaction; high-risk transaction type; overdue review item,Send for second-level review,3
CASE00016,T000744,2025-12-07,12,A005,Special Fund Account,Bank C,Finance Bureau Internal Unit,budget_execution_payment,outflow,331207,V000744,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,1,0,1,0,1,77,1,5,Medium,Review transaction amount and supporting documents,large_amount; year_end; high_activity_department,Risk Analyst A,open,18,1,1,High,large amount transaction; year-end transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00017,T000479,2025-08-09,8,A010,Temporary Holding Account,Bank E,Environmental Protection Department,temporary_holding,inflow,246770,V000479,Simulated temporary holding for Environmental Protection Department,simulated_system,bank_statement,219627.5,1,1,1,0,0,70,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type,Finance Operations Reviewer,open,18,1,1,High,large amount transaction; high-risk transaction type; overdue review item,Send for second-level review,3
CASE00018,T000162,2025-03-17,3,A012,Audit Adjustment Account,Bank F,Transport Department,project_fund_payment,outflow,754590,V000162,Simulated project fund payment for Transport Department,simulated_system,bank_statement,748920.0,1,0,1,0,0,74,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department,Senior Review Officer,open,16,1,1,High,large amount transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00019,T000728,2025-12-10,12,A012,Audit Adjustment Account,Bank F,Finance Bureau Internal Unit,inter_fund_transfer,inflow,487726,V000728,Simulated inter fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,509918.00000000006,0,1,1,0,1,77,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Risk Analyst A,open,18,1,1,High,high-risk transaction type; year-end transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00020,T000593,2025-10-23,10,A007,Education Fund Account,Bank D,Culture and Tourism Department,budget_execution_payment,outflow,348345,V000593,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,81,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department,Controls Reviewer,open,15,1,1,High,large amount transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00021,T000368,2025-06-27,6,A003,Non-tax Revenue Collection Account,Bank B,Finance Bureau Internal Unit,budget_execution_payment,outflow,341898,V000368,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,77,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department,Senior Review Officer,investigating,18,1,1,High,large amount transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00022,T000713,2025-12-01,12,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,off_budget_fund_transfer,outflow,224405,V000713,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,81,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Risk Analyst B,open,20,1,1,High,high-risk transaction type; year-end transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00023,T000785,2025-12-12,12,A010,Temporary Holding Account,Bank E,Transport Department,inter_fund_transfer,outflow,197696,V000785,Simulated inter fund transfer for Transport Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,1,74,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Controls Reviewer,open,15,1,1,High,high-risk transaction type; year-end transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00024,T000446,2025-08-20,8,A005,Special Fund Account,Bank C,Culture and Tourism Department,non_tax_revenue_collection,inflow,174871,V000446,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,81,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department,Finance Operations Reviewer,investigating,18,1,1,High,large amount transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00025,T000740,2025-12-15,12,A003,Non-tax Revenue Collection Account,Bank B,Transport Department,off_budget_fund_transfer,outflow,86697,V000740,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,74,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Finance Operations Reviewer,investigating,16,1,1,High,high-risk transaction type; year-end transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00026,T000554,2025-09-18,9,A005,Special Fund Account,Bank C,Culture and Tourism Department,refund,inflow,79028,V000554,Simulated refund for Culture and Tourism Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,81,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department,Controls Reviewer,open,16,1,1,High,large amount transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00027,T000707,2025-12-09,12,A006,Social Security Transfer Account,Bank C,Culture and Tourism Department,audit_adjustment,inflow,32017,V000707,Simulated audit adjustment for Culture and Tourism Department,simulated_system,bank_statement,100457.6,0,1,1,0,1,81,1,4,Medium,Second-level review recommended,high_risk_type; year_end; high_activity_department,Controls Reviewer,investigating,16,1,1,High,high-risk transaction type; year-end transaction; high-activity department; overdue review item,Send for second-level review,3
CASE00028,T000588,2025-09-07,9,A013,Year-end Settlement Account,Bank G,Finance Bureau Internal Unit,inter_fund_transfer,outflow,501153,V000588,Simulated inter fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,open,20,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00029,T000447,2025-08-02,8,A013,Year-end Settlement Account,Bank G,Transport Department,year_end_settlement,outflow,474874,V000447,Simulated year end settlement for Transport Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Senior Review Officer,investigating,18,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00030,T000794,2025-12-23,12,A006,Social Security Transfer Account,Bank C,Agriculture Department,year_end_settlement,inflow,385431,V000794,Simulated year end settlement for Agriculture Department,simulated_system,bank_statement,600508.3,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Finance Operations Reviewer,open,19,1,1,High,high-risk transaction type; year-end transaction; overdue review item,Send for second-level review,3
CASE00031,T000527,2025-09-11,9,A001,Treasury Main Account,Bank A,Transport Department,inter_fund_transfer,inflow,367761,V000527,Simulated inter fund transfer for Transport Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,open,16,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00032,T000117,2025-03-08,3,A001,Treasury Main Account,Bank A,Community Services Department,budget_execution_payment,outflow,344912,V000117,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,57,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,open,16,1,1,High,large amount transaction; overdue review item,Send for second-level review,3
CASE00033,T000044,2025-01-08,1,A008,Health Project Fund Account,Bank D,Emergency Management Department,budget_execution_payment,outflow,343673,V000044,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,investigating,19,1,1,High,large amount transaction; overdue review item,Send for second-level review,3
CASE00034,T000399,2025-07-12,7,A003,Non-tax Revenue Collection Account,Bank B,Health Department,budget_execution_payment,outflow,324958,V000399,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,open,19,1,1,High,large amount transaction; overdue review item,Send for second-level review,3
CASE00035,T000183,2025-04-03,4,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,off_budget_fund_transfer,outflow,320372,V000183,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,open,16,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00036,T000355,2025-06-23,6,A004,Off-budget Fund Account,Bank B,Finance Bureau Internal Unit,inter_fund_transfer,inflow,317843,V000355,Simulated inter fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,open,20,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00037,T000007,2025-01-30,1,A003,Non-tax Revenue Collection Account,Bank B,Environmental Protection Department,budget_execution_payment,outflow,317366,V000007,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Controls Reviewer,investigating,18,1,1,High,large amount transaction; overdue review item,Send for second-level review,3
CASE00038,T000213,2025-04-30,4,A011,Inter-fund Transfer Account,Bank F,Transport Department,off_budget_fund_transfer,inflow,279768,V000213,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,investigating,17,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00039,T000585,2025-09-06,9,A010,Temporary Holding Account,Bank E,Environmental Protection Department,non_tax_revenue_collection,inflow,179382,V000585,Simulated non tax revenue collection for Environmental Protection Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,investigating,20,1,1,High,large amount transaction; overdue review item,Send for second-level review,3
CASE00040,T000569,2025-09-29,9,A010,Temporary Holding Account,Bank E,Finance Bureau Internal Unit,off_budget_fund_transfer,outflow,159999,V000569,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,open,19,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00041,T000561,2025-09-08,9,A002,Budget Execution Payment Account,Bank A,Culture and Tourism Department,temporary_holding,inflow,145453,V000561,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,open,15,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00042,T000003,2025-01-26,1,A010,Temporary Holding Account,Bank E,Finance Bureau Internal Unit,audit_adjustment,outflow,74969,V000003,Simulated audit adjustment for Finance Bureau Internal Unit,simulated_system,bank_statement,100457.6,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,open,17,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00043,T000719,2025-12-29,12,A004,Off-budget Fund Account,Bank B,Infrastructure Department,temporary_holding,inflow,63444,V000719,Simulated temporary holding for Infrastructure Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Controls Reviewer,open,17,1,1,High,high-risk transaction type; year-end transaction; overdue review item,Send for second-level review,3
CASE00044,T000493,2025-08-20,8,A010,Temporary Holding Account,Bank E,Transport Department,temporary_holding,inflow,51025,V000493,Simulated temporary holding for Transport Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,investigating,19,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00045,T000652,2025-11-16,11,A004,Off-budget Fund Account,Bank B,Culture and Tourism Department,temporary_holding,inflow,25167,V000652,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,open,15,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
CASE00046,T000076,2025-02-26,2,A002,Budget Execution Payment Account,Bank A,Transport Department,temporary_holding,inflow,14757,V000076,Simulated temporary holding for Transport Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,investigating,18,1,1,High,high-risk transaction type; high-activity department; overdue review item,Send for second-level review,3
